SHIP,CRUISE,STATION,CAST,CTD_CAST,LONGITUDE,LATITUDE,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,DEPTH,SALA,PHNBS,PHTOTAL,DOMM,DOML,NTRA,PHOS,SLCA,NTRI,AMON,CHLA,POC,PON,DOC,DIC,ALK
OR1,717,kk1,1,,115.6698,18.3895,2004,5,5,1,40,900,34.499,,7.506,,,,,,,,,0.81,0.22,,2295.87,2368.24
OR1,717,kk1,4,KK1D4,115.6705,18.3848,2004,5,5,19,29,125,34.698,,7.974,183,,8.6,0.29,,0.02,,0.15,0.93,0.07,,2030.78,2278.87
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,100,34.663,,8.023,192,,7.9,0.2,,0.09,,0.3,1.44,0.14,,1999.83,2274.31
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,80,34.638,,8.063,209,,4.9,0.14,4,0.09,,0.37,3.21,0.51,,1977.08,2272.1
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,60,34.612,,8.095,223,,3.1,0.05,2,0,,0.08,2.25,0.23,,1957.67,2269.64
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,40,34.607,,8.093,228,,2.7,0,3,0,,0.07,2.22,0.23,,1955.15,2268.74
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,30,34.606,,8.097,229,,2,0,2,0,,0.08,3.01,0.2,,1953.56,2268.05
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,20,34.623,,8.102,219,,0,0,2,0,,0.08,2.14,0.23,,1954.49,2272.58
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,10,34.685,,8.09,207,,0,0,2,0,,0.08,2.19,0.22,,1957.43,2277.32
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,5,34.685,,8.092,210,,0,0,2,0,,0.07,1.91,0.23,,1956.84,2275.51
OR1,717,kk1,4,,115.6705,18.3848,2004,5,5,19,29,5,34.685,,8.09,204,,,,,0,,,,,,1957.41,2275.01
OR1,717,kk1,5,KK1D5,115.6665,18.3627,2004,5,5,12,32,900,34.511,,7.553,94,,36,2.69,113,0,,,0.42,0.03,,2301.08,2372.39
OR1,717,kk1,5,,115.6665,18.3627,2004,5,5,12,32,1000,34.543,,7.545,94,,37,2.7,120,0,,,0.56,0.04,,2316.32,2384.71
OR1,717,kk1,5,,115.6665,18.3627,2004,5,5,12,32,1200,34.561,,7.539,96,,37.5,2.75,130,0,,,0.52,0.02,,2329.21,2397.62
OR1,717,kk1,5,,115.6665,18.3627,2004,5,5,12,32,1400,34.589,,7.534,99,,37.7,2.79,137,0,,,0.39,0.02,,2340.39,2408.96
OR1,717,kk1,5,,115.6665,18.3627,2004,5,5,12,32,1600,34.595,,7.546,100,,37.9,2.84,140,0,,,0.46,0.01,,2344.52,2416
OR1,717,kk1,5,,115.6665,18.3627,2004,5,5,12,32,2000,34.612,,7.546,107,,38.3,2.89,144,0,,,0.82,0.02,,2345.65,2416.45
OR1,717,kk1,5,,115.6665,18.3627,2004,5,5,12,32,3000,34.623,,7.554,115,,38.7,2.84,145,0,,,,,,2342.76,2416.88
OR1,717,kk1,6,KK1D6,115.6695,18.3822,2004,5,5,16,45,900,34.509,,7.548,94,,36,2.7,111,0,,,,,,,
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,800,34.474,,7.551,94,,35,2.59,99,0,,,,,,2284.77,2355.07
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,700,34.453,,7.567,95,,33.9,2.49,87,0,,,,,,2264.95,2340.26
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,600,34.431,,7.567,,,31,2.39,75,0,,,,,,2249.01,2325.83
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,500,34.419,,7.601,106,,29,2.14,63,0,,,,,,2223.87,2314.97
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,400,34.42,,7.652,118,,25,1.89,46,0,,,,,,2195.69,2301.37
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,300,34.462,,7.701,122,,20.2,1.59,35,0,,,0.38,0.05,,2163.59,2291.98
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,200,34.601,,7.849,155,,14.2,1.1,24,0,,0,0.71,0.07,,2092.12,2278.31
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,150,34.719,,7.946,177,,6.7,0.95,19,0,,0.03,0.82,0.08,,2047.91,2297.67
OR1,717,kk1,6,,115.6695,18.3822,2004,5,5,16,45,100,34.668,,8.027,197,,2.2,0.65,13,0,,0.41,2.44,0.36,,1990.86,2274.38
OR1,717,kk1,12,KK1D12,115.6678,18.3815,2004,5,6,10,25,5,,,8.102,205,,,,,,,,,,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,5,,,8.095,206,,,,,,,0.07,2.57,0.32,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,20,,,8.1,206,,,,,,,0.07,2.2,0.32,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,30,,,8.099,206,,,,,,,0.07,2.65,0.39,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,40,,,8.097,224,,,,,,,0.08,2.67,0.4,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,50,,,8.096,225,,,,,,,0.08,,,,1952.52,2267.97
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,60,,,8.1,222,,,,,,,0.09,,,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,80,,,8.085,222,,,,,,,0.09,,,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,100,,,8.074,214,,,,,,,0.31,,,,,
OR1,717,kk1,12,,115.6678,18.3815,2004,5,6,10,25,150,,,8.017,197,,,,,,,0.24,,,,,
OR1,726,KK1,1,SKK1D1,115.6705,18.3777,2004,8,6,3,52,700,34.458,,7.553,87,,33.6,2.51,89,0,,,1.45,,,2270.6,2338
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,800,34.489,,7.532,86,,35.2,2.54,96,0,,,0.45,,,2280.9,2349
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,1000,34.521,,7.533,92,,35.8,2.67,116,0,,,0.39,,,2309,2382.9
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,1200,34.558,,7.537,93,,37,2.79,133,0,,,0.19,,,2328.9,2395
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,1500,34.588,,7.533,98,,37.8,2.84,141,0,,,1.29,,,2341.9,2413.7
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,1800,34.617,,7.535,101,,38.1,2.87,146,0,,,0.62,,,2349.1,2412.8
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,2000,34.616,,7.536,103,,38.1,2.84,146,0,,,0.54,,,2350.9,2422.5
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,2500,34.618,,7.543,110,,38.3,2.83,143,0,,,1.26,,,2347.6,2413.7
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,3000,34.638,,7.537,,,38.2,2.84,144,0,,,0.46,,,2346.7,2416
OR1,726,KK1,1,,115.6705,18.3777,2004,8,6,3,52,3500,34.619,,7.546,111,,38.2,2.84,144,0,,,0.32,,,2347.1,2415.1
OR1,726,KK1,4,SKK1D4,115.6688,18.3795,2004,8,6,10,12,5,33.886,,8.117,196,,0,0,2,0,,,,,,1903.9,2222.5
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,5,33.884,,8.116,207,,0,0,2,0,,0.09,0.74,,,1904,2218.2
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,10,33.877,,8.116,209,,0,0.01,2,0,,0.11,0.43,,,1904.7,2219.9
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,20,34.147,,8.118,,,0,0,2,0,,0.09,0.95,,,1920.2,2237
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,30,34.285,,8.117,201,,0,0,2,0,,0.14,0.88,,,1928.7,2246.8
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,40,34.263,,8.1,214,,0,0.01,2,0,,0.15,1.29,,,1937.5,2247.4
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,50,34.256,,8.069,214,,0,0.02,3,0,,0.24,,,,1957.2,2246.2
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,60,34.351,,8.032,201,,2.8,0.22,5,0.32,,0.27,0.94,,,1986.4,2254
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,70,34.464,,7.988,179,,2.8,0.23,5,0.32,,0.35,0.88,,,2012.7,2260.9
OR1,726,KK1,4,,115.6688,18.3795,2004,8,6,10,12,70,,,7.985,100,,,,,,,,,,,2013.8,2258.2
OR1,726,KK1,6,SKK1D6,115.6688,18.38,2004,8,6,12,21,80,34.535,,7.951,160,,6.8,0.44,8,0.2,,0.32,2.64,,,2034.4,2265.7
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,100,34.615,,7.896,142,,10.8,0.73,12,0.03,,0.12,2.75,,,2068.7,2266.7
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,125,34.606,,7.859,141,,12.8,0.88,15,0.01,,0.03,3.07,,,2088.1,2273.4
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,150,34.571,,7.822,137,,15,1.01,19,0,,0,2.42,,,2105.8,2273.8
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,200,34.519,,7.782,137,,17.6,1.24,25,0,,0,2.44,,,2126.5,2278.4
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,400,34.404,,7.637,108,,27.2,1.98,56,0,,,1.72,,,2205.6,2298.5
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,500,34.431,,7.596,96,,30.5,2.2,68,0,,,1.51,,,2233.9,2319.9
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,600,34.41,,7.572,91,,32.2,2.37,80,0,,,0.74,,,2253.9,2323.6
OR1,726,KK1,6,,115.6688,18.38,2004,8,6,12,21,700,34.426,,7.56,88,,33.4,2.54,89,0,,,0.41,,,2269.8,2339.9
OR1,736,kk1,4,SKK1D4,115.621,18.2137,2004,11,7,23,48,800,,,7.549,89,,,2.65,105.3,0,,,105.273,,,2298.41,2367.69
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,900,,,7.543,89,,36.4,2.72,114.7,0,,,114.692,,,2309.36,2377.34
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,1000,,,7.541,,,37.2,2.78,126.6,0,,,126.604,,,2323.73,2394.76
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,1200,,,7.541,,,36.9,2.83,140.8,0,,,140.825,,,2339.03,2410.89
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,1500,,,7.544,100,,37.3,2.88,142.7,0,,,142.672,,,2341.01,2415.01
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,1800,,,7.544,101,,37.5,2.89,144.1,0,,,144.057,,,2344.13,2417.31
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,2000,,,7.549,,,37.7,2.86,144.6,0,,,144.612,,,2343.97,2421.28
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,2500,,,7.551,113,,37.4,2.86,143.4,0,,,143.411,,,2342.24,2419.99
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,3000,,,7.561,114,,37,,,0,,,,,,2330.97,2411.3
OR1,736,kk1,4,,115.621,18.2137,2004,11,7,23,48,3500,,,7.542,113,,38,2.84,146.6,0,,,146.643,,,2341.77,2415.41
OR1,736,kk1,5,SKK1D5,115.6368,18.244,2004,11,8,4,42,100,,,7.867,135,,12.9,0.78,12.6,0.02,,0.05,12.559,,,2074.58,2271.2
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,125,,,7.84,134,,14.7,0.9,16.2,0.01,,0.02,16.16,,,2093.93,2278.39
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,150,,,7.814,145,,16.1,1.04,21.5,0,,0,21.516,,,2111.05,2284.05
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,200,,,7.711,126,,22.4,1.5,37.4,0,,0,37.4,,,2163.28,2288.6
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,300,,,7.632,102,,28.1,1.85,53.9,0,,,53.929,,,2204.48,2311.53
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,400,,,7.605,100,,30.6,2.06,65.6,0,,,65.565,,,2226.1,2320.13
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,500,,,7.573,90,,31.5,2.21,74.8,0,,,74.799,,,2247.13,2327.84
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,600,,,7.562,91,,32.8,2.35,84.8,0,,,84.772,,,2260.21,2338.61
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,700,,,7.551,94,,34.5,2.42,94.9,0,,,94.93,,,2274.66,2349.47
OR1,736,kk1,5,,115.6368,18.244,2004,11,8,4,42,800,,,7.545,92,,34.2,,,0,,,95.3,,,2276.35,2353.74
OR1,736,kk1,7,SKK1D7,115.635,18.2442,2004,11,8,8,56,5,,,8.119,204,,0,0,2.1,0,,0.12,2.124,,,1905.68,2214.54
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,20,,,8.118,204,,0,0,2.1,0,,0.12,2.124,,,1905.27,2221.11
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,30,,,8.118,205,,0,0,2.2,0,,0.12,2.216,,,1904.22,2217.6
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,40,,,8.117,204,,0,0,2.2,0,,0.13,2.216,,,1904.68,2217.87
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,50,,,8.119,203,,0,0,2.2,0,,0.13,2.216,,,1904.06,2222.74
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,60,,,8.117,203,,0,0,2.2,0,,0.14,2.216,,,1904.34,2217.52
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,70,,,8.117,203,,0,0.01,2.3,0,,0.15,2.309,,,1905.8,2220.51
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,80,,,8.074,205,,0.1,0.05,3.1,0,,0.33,3.14,,,1954.03,2250.06
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,90,,,8.009,183,,4.6,0.21,13.9,0.1,,0.31,13.944,,,2004.02,2266.43
OR1,736,kk1,7,,115.635,18.2442,2004,11,8,8,56,100,,,7.943,160,,7.9,0.47,,0.03,,0.16,,,,2037.27,2265.94
OR1,736,kk1,13,SKK1D13,115.6353,18.2432,2004,11,9,9,39,400,,,7.645,103,,27.9,2.1,63.1,0,,,50.79,,,2197.76,2297.95
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,500,,,7.615,100,,29.8,2.25,74.5,0,,,63.07,,,2222.13,2311.13
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,600,,,7.583,94,,31,,,0,,,74.52,,,2244.52,2323.45
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,800,,,7.548,86,,34.2,2.54,,0,,,96.04,,,2282.88,2349.58
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,1000,,,7.536,89,,35.4,2.63,,0,,,112.01,,,2305.17,2372.07
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,1500,,,7.538,98,,,,,,,,,,,2339.21,2405.5
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,2000,,,7.543,104,,37.9,2.83,144.2,0,,,144.24,,,2347.48,2418.69
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,2500,,,7.546,109,,37.6,2.85,144.1,0,,,144.06,,,2345.22,2415.04
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,3000,,,7.548,112,,38.1,2.85,144.6,0,,,144.61,,,2344.83,2419.23
OR1,736,kk1,13,,115.6353,18.2432,2004,11,9,9,39,3500,,,7.547,116,,37.7,2.84,146.5,0,,,146.46,,,2342.22,2415.57
OR1,736,kk1,14,SKK1D14,115.6273,18.2638,2004,11,9,13,13,5,,,8.124,202,,0,0,2.2,0,,0.12,2.22,,,1903.39,2216.59
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,20,,,8.123,203,,0,0,2.2,0,,0.13,2.22,,,1903.63,2212.52
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,40,,,8.123,202,,0,0,2.3,0,,0.15,2.31,,,1904.41,2216.34
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,60,,,8.121,202,,0,0,2.2,0,,0.23,2.22,,,1956.95,2217.44
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,80,,,8.002,184,,1.8,0.19,4.5,0.1,,0.38,4.52,,,2004.21,2279.35
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,90,,,7.984,172,,,,,,,0.28,,,,2015.26,2261.06
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,100,,,7.953,159,,7.2,0.47,7.3,0.03,,0.17,7.3,,,2035.26,2269.92
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,150,,,7.854,130,,14.1,0.89,20.9,0,,0.04,14.59,,,2086.27,2272.35
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,200,,,7.832,150,,15.2,0.99,35.6,0,,0,20.87,,,2102.67,2282.27
OR1,736,kk1,14,,115.6273,18.2638,2004,11,9,13,13,300,,,7.727,132,,21.8,1.45,50.8,0,,,35.64,,,2152.13,2285.38
OR1,743,kk1,1,KK1D1,116.0012,18.0037,2005,1,22,2,47,800,,,7.544,98,,36.3,2.63,98.1,0,,,3.41,0.374,,2279.4,2356.86
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,900,,,7.55,97,,36.1,,,0,,,1.89,0.248,,,
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,1000,34.523,,7.537,96,,37.5,2.78,124,0,,,1.785,0.18,,2309.71,2380.34
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,1200,34.562,,7.537,99,,38.4,2.86,132.7,0,,,1.777,0.204,,2324.41,2405.38
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,1500,34.594,,7.536,100,,38.9,2.91,143.5,0,,,1.358,0.133,,2349.28,2413.88
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,1800,,,7.535,101,,38.5,2.93,145.2,0,,,0.869,0.183,,2352.25,2416.33
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,2000,34.607,,7.539,106,,38.5,2.92,145.9,0,,,1.369,0.156,,2349.71,2423.78
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,2500,34.616,,7.549,,,,,,,,,1.512,0.221,,2344.7,2419.31
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,3000,34.618,,7.547,114,,,,,,,,,,,2345.43,2416.31
OR1,743,kk1,1,,116.0012,18.0037,2005,1,22,2,47,3500,34.62,,7.545,115,,38.5,2.9,145.9,0,,,,,,2346.31,2417.89
OR1,743,kk1,2,KK1D2,116.0343,18.069,2005,1,22,6,54,5,34.429,,8.079,210,,0,0,2.9,0,,0.3,5.152,0.595,,1954.92,2257.29
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,20,34.432,,8.079,211,,0,0,2.9,0,,0.31,4.325,0.654,,1954.31,2259.97
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,30,34.43,,8.078,211,,0,0,2.9,0,,0.33,3.652,0.636,,1949.61,2264.33
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,40,34.429,,8.079,211,,0,0.01,3,0.01,,0.3,3.362,0.48,,1950.93,2261.5
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,50,34.433,,8.08,210,,0,0,3,0,,0.31,17.052,0.822,,1953.96,2262.26
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,60,34.429,,8.081,210,,0,0.02,3,0.01,,0.32,3.696,0.689,,1956.55,2259.67
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,70,34.428,,8.079,210,,0,0.01,2.8,0.01,,0.31,3.591,0.613,,1956.72,2260.99
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,80,34.426,,8.077,209,,0,0.01,3,0.04,,0.29,3.283,0.372,,1957.1,2257.76
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,90,,,8.069,204,,0,0.04,3.5,0.09,,0.21,3.915,0.378,,1962.81,2259.55
OR1,743,kk1,2,,116.0343,18.069,2005,1,22,6,54,100,,,8.011,178,,4.7,0.27,6.4,0.12,,0.07,3.052,0.254,,2004.19,2274.02
OR1,743,kk1,8,KK1D8,116.0017,18.0518,2005,1,22,14,43,100,,,8.03,184,,3.7,0.22,5.6,0.13,,0.09,1.74,0.209,,1990.71,2265.29
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,125,,,7.894,140,,12,0.72,11.7,0.03,,0.06,1.058,0.117,,2065.78,2278.43
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,150,34.632,,7.865,140,,11.7,0.77,12.7,0.02,,0.04,1.062,0.037,,2081.61,2271.76
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,200,,,7.779,136,,17.7,1.13,23.5,0.01,,0,1.328,0.049,,2115.88,2280.93
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,300,34.45,,7.689,118,,25.1,1.7,42,0,,,1.092,0.075,,2171.14,2289.97
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,400,34.41,,7.625,109,,28.2,1.98,55.9,0,,,1.247,0.087,,2209.44,2308.82
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,500,34.419,,7.597,105,,31.8,2.22,69.7,0,,,0.959,0.113,,2232.91,2315.88
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,600,34.43,,7.573,97,,34.5,2.44,80.6,0,,,0.518,0.047,,2255.14,2322.93
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,700,,,7.557,97,,35,2.53,89.6,0,,,0.631,0.067,,2270.35,2345.93
OR1,743,kk1,8,,116.0017,18.0518,2005,1,22,14,43,800,34.474,,7.55,98,,,,,0,,,0.629,0.039,,2287.59,2361.19
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,600,,,,86,,,,,0,,,1.69,0.207481354,,,
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,700,,,7.558,83,,33.8,2.55,91,0,,,2.69,0.39280972,,2276.49,2342.7
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,800,,,7.55,84,,34.54,2.64,101,0,,,1.31,0.167822526,,2289.91,2362.56
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,900,,,7.552,92,,35.79,2.68,109,0,,,0.81,0.110522058,,2300.01,2366.24
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,1000,,,7.547,96,,36.52,2.69,119,0,,,1.05,0.156760397,,2312.91,2384.96
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,1200,,,7.546,95,,37.28,2.83,132,0,,,1.27,0.170232695,,2332.95,2398.07
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,1500,,,7.546,98,,37.59,2.91,143,0,,,2.08,0.281619353,,2344.53,2419.31
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,1800,,,7.547,102,,38.22,2.94,146,0,,,1.13,0.136142687,,2348.91,2419.21
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,2000,,,7.554,104,,38.31,2.9,148,0,,,3.45,0.53013835,,2352.73,2425.53
FR1,SEATS-33,kk1,1,,115.8885,18.1653,2005,3,29,23,11,2500,,,7.552,110,,,,147,0,,,2,0.311526796,,2347.44,2417.44
FR1,SEATS-33,kk1,2,,115.865,18.16,2005,3,30,3,26,100,,,7.945,171,,8.25,0.51,9,0.021,,0.114788587,2,0.345387523,,2050.78,2283.66
FR1,SEATS-33,kk1,2,,115.865,18.16,2005,3,30,3,26,125,,,7.926,173,,10.12,0.59,11,0.008,,0.020575313,1.58,0.269765733,,2061.79,2281.79
FR1,SEATS-33,kk1,2,,115.865,18.16,2005,3,30,3,26,150,,,7.893,169,,11.9,0.75,14,0.006,,0.005733284,1.29,0.170133589,,2077.45,2279.2
FR1,SEATS-33,kk1,2,,115.865,18.16,2005,3,30,3,26,200,,,7.82,150,,16.4,1.08,21,0,,0.004730946,0.86,0.120918324,,2111.95,2286.28
FR1,SEATS-33,kk1,2,,115.865,18.16,2005,3,30,3,26,300,,,7.7,114,,23.97,1.68,41,0,,,0.4,0.03621212,,2173.02,2294.63
